#
# Lifetime for epoch 0019 made Thu Mar 22 08:27:57 2007
#
# dwab dwdelta = 0
# dwab dw_mult = 1.0000000599000001
# DWAB dw_mult = 1.0000000599000000
#
 612213270.073190        0.0 0019 09d1 2630 ebcc 140.65156305 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 612213270.073190    11626.1 0019 09d1 2d63 fa6c   0.07055848 0.9999980003 7.4068e-08 # Ping 1809 Fit 13
 612224896.206780    21009.1 0019 09d3 e260 0b52   0.28117882 0.9999521387 6.7612e-07 # Ping 1809 Fit 9
 612245868.589075        0.0 0019 09d8 b780 eaca  43.42792187 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612245868.589075    51059.2 0019 09d8 c47c 1814   0.07465732 1.0000031122 1.9583e-08 # Ping 1809 Fit 40
 612296793.029985        0.0 0019 09e4 98d0 ebcb 141.51830168 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 612296793.029985    68874.3 0019 09e4 9ff8 b33a   0.11301172 0.9999570292 1.4521e-07 # Ping 1809 Fit 48
 612365539.943306        0.0 0019 09f4 9a30 eacc 134.15157868 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612365539.943306    12895.3 0019 09f4 a1bc 228a   0.05276330 0.9999991554 2.3956e-08 # Ping 1809 Fit 109
 612378295.971792        0.0 0019 09f7 9340 eacb 146.07607999 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612378295.971792      892.1 0019 09f7 9a18 2974   0.03785615 0.9987841283 3.5676e-06 # Ping 1809 Fit 3
 612379050.507492        0.0 0019 09f7 c020 eacc 144.38510872 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612379050.507492     1475.5 0019 09f7 c70c 6140   0.03100018 0.9999322424 7.1406e-07 # Ping 1809 Fit 8
 612380394.813854        0.0 0019 09f8 0fe0 ebc8 138.00361146 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612380394.813854     1127.3 0019 09f8 172f 67c8   0.09962405 0.9998380860 2.4060e-06 # Ping 1809 Fit 7
 612381522.146732        0.0 0019 09f8 4b40 eacb   6.77422810 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612381827.268851        0.0 0019 09f8 5d70 eacc   6.77441667 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612382099.886551        0.0 0019 09f8 6db0 eacd   6.77458515 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612382349.967444        0.0 0019 09f8 83a0 eaca 124.72781159 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612382349.967444      601.3 0019 09f8 8bbc 114a   0.10512901 0.9983633087 9.9799e-06 # Ping 1809 Fit 3
 612382877.265458        0.0 0019 09f8 a070 3bf8  80.75749549 1.0000000000 1.0000e-04 # Reboot T_IN:30000000 AUX:30000001
 612382877.265458        0.0 0019 09f8 ab3d daf8   0.99703026 1.0000000000 1.0000e-04 # Ping 1809
 612382980.810746        0.0 0019 09f8 b168 1bf8   1.13334465 1.0000000000 1.0000e-04 # Ping 1809
 612383139.778842        0.0 0019 09f8 b4c0 eace 159.06120212 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 612383139.778842     6819.9 0019 09f8 bad3 9814   0.06122618 1.0000028001 1.0287e-07 # Ping 1809 Fit 34
 612389813.870297        0.0 0019 09fa 4230 eaca 152.57367331 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612389813.870297    69611.9 0019 09fa 48a0 41ee   0.05026355 1.0000008120 1.9093e-09 # Ping 1809 Fit 490
 612459425.776931        0.0 0019 0a0a 6ee0 90fa   6.82237255 1.0000000000 1.0000e-04 # Reboot T_IN:30000000 AUX:30000001
 612463330.399125     1998.6 0019 0a0b 66c8 1054   0.02908696 1.0000731063 2.1934e-07 # Ping 1809 Fit 9
 612465200.643198        0.0 0019 0a0b cec0 ecc9 135.20497719 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 612465200.643198     1213.6 0019 0a0b d635 913a   0.04352802 1.0001292844 5.9654e-07 # Ping 1809 Fit 9
 612466198.843185        0.0 0019 0a0c 0f70 3b48 222.18837095 1.0000000000 1.0000e-04 # Reboot T_IN:30000001 AUX:30000001
 612466198.843185     5458.1 0019 0a0c 11ce 2966   0.03555961 1.0000027963 5.8717e-08 # Ping 1809 Fit 33
 612471656.897862        0.0 0019 0a0d 47f0 eace   6.82993138 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612471738.823620        0.0 0019 0a0d 52d0 31c4 107.30107088 1.0000000000 1.0000e-04 # Reboot T_IN:30000000 AUX:30000001
 612471738.823620     8092.4 0019 0a0d 5c06 f152   0.05824954 0.9999323970 4.4751e-07 # Ping 1809 Fit 7
 612479831.235237        0.0 0019 0a0f 2f30 ecce   6.83498312 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 612479858.779074        0.0 0019 0a0f 36b0 4690 105.07222177 1.0000000000 1.0000e-04 # Reboot T_IN:30000001 AUX:30000001
 612479858.779074      722.2 0019 0a0f 400b 5c6c   0.15368262 0.9997385877 1.0315e-05 # Ping 1809 Fit 4
 612480489.939927        0.0 0019 0a0f 5be0 eacb  97.82891543 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612480489.939927    39078.5 0019 0a0f 6596 cfe6   0.04725052 1.0000006298 5.2014e-09 # Ping 1809 Fit 322
 612519521.138691        0.0 0019 0a18 6fd0 eac9  54.13084530 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612519521.138691    20792.4 0019 0a18 7c1c a076   0.04430689 0.9999998364 7.5668e-09 # Ping 1809 Fit 189
 612540199.163656        0.0 0019 0a1d 4460 eccc 121.27761032 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612540199.163656   110114.9 0019 0a1d 4ca9 4b08   0.04756728 1.0000007991 7.0665e-10 # Ping 1809 Fit 1023
 612650314.097070    27100.0 0019 0a36 f007 22c2   0.04392514 1.0000013135 5.4437e-09 # Ping 1809 Fit 260
 612677289.954029        0.0 0019 0a3d 3090 eac7 131.06100309 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612677289.954029   105291.6 0019 0a3d 3846 22da   0.04446280 1.0000008925 6.7424e-10 # Ping 1809 Fit 1023
 612782581.515810        0.0 0019 0a55 bc26 2907   1.16502571 1.0000000000 1.0000e-04 # Ping 1809
 612782682.804508   105865.3 0019 0a55 c22e db98   0.03426885 1.0000021261 1.8447e-08 # Ping 1809 Fit 89
 612888448.288764        0.0 0019 0a6e 59b0 eaca 106.87669450 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612888448.288764     8059.2 0019 0a6e 62c8 511e   0.03450632 0.9999887507 1.2371e-07 # Ping 1809 Fit 23
 612896399.036369        0.0 0019 0a70 3420 eacc 115.52230349 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612896399.036369     8556.4 0019 0a70 3cb7 89c0   0.04363266 1.0000018396 3.0141e-08 # Ping 1809 Fit 80
 612904861.235098        0.0 0019 0a72 2bb0 eace 101.33188963 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 612904861.235098    64752.9 0019 0a72 3517 1278   0.05261247 0.9999917750 4.2225e-08 # Ping 1809 Fit 71
 612969614.096394        0.0 0019 0a81 39d0 eacc   7.13766893 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 612978957.899774    16758.0 0019 0a83 75d1 f86e   0.07836602 1.0000003063 4.6409e-08 # Ping 1809 Fit 68
 612979062.648672    83941.3 0019 0a83 7c10 4f62   0.07532434 1.0000003200 8.5908e-09 # Ping 1809 Fit 75
 613066644.843298     8060.2 0019 0a97 e05f 5f60   0.09648199 1.0000077242 2.5934e-07 # Ping 1809 Fit 44
 613074580.329021        0.0 0019 0a99 b200 8223 131.92072355 1.0000000000 1.0000e-04 # Reboot T_IN:30000011 AUX:30000003
 613074580.329021     8237.2 0019 0a99 b994 8eaa   0.04985509 1.0001072008 2.5651e-07 # Ping 1809 Fit 12
 613082817.547791        0.0 0019 0a9b 9590 ebca   7.20762866 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613082914.204487        0.0 0019 0a9b a390 ead0 145.42146123 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613082914.204487     7888.9 0019 0a9b aa55 5b9e   0.06417440 1.0000065023 1.1160e-07 # Ping 1809 Fit 35
 613090697.749105        0.0 0019 0a9d 7190 ebcf 112.61278785 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613090697.749105     1339.5 0019 0a9d 7a42 494e   0.04354051 0.9999680936 9.3918e-07 # Ping 1809 Fit 7
 613091936.073674        0.0 0019 0a9d bb20 eacc 108.40807688 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613091936.073674     1212.6 0019 0a9d c414 efd8   0.03525296 0.9969092606 1.5476e-05 # Ping 1809 Fit 10
 613093056.891442        0.0 0019 0a9d fd60 eac9  99.03238318 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613093056.891442    49470.2 0019 0a9e 06ea 11e2   0.04280372 1.0000007983 2.8936e-09 # Ping 1809 Fit 312
 613142412.728341        0.0 0019 0aa9 7cb0 ebcb 121.63132505 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613142412.728341     2670.4 0019 0aa9 84d9 715c   0.04934648 1.0000037515 2.0626e-07 # Ping 1809 Fit 26
 613158707.328440     5481.4 0019 0aad 5016 ff00   0.05100866 0.9999732818 1.3765e-07 # Ping 1809 Fit 15
 613164084.156536        0.0 0019 0aae 87e0 ead1 111.78954285 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613164084.156536     3350.8 0019 0aae 90a6 6192   0.03317236 1.0000160770 1.8386e-07 # Ping 1809 Fit 9
 613167335.424259        0.0 0019 0aaf 4960 eccc 106.77201480 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613167335.424259     6244.9 0019 0aaf 5274 019c   0.04056435 1.0000248980 1.4508e-07 # Ping 1809 Fit 12
 613173474.400085        0.0 0019 0ab0 b7b0 ead0 113.23154109 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613173474.400085    77051.3 0019 0ab0 c061 ddee   0.04996418 1.0000008490 1.3081e-09 # Ping 1809 Fit 714
 613250441.586942        0.0 0019 0ac2 a230 ebc9  91.38960947 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613250441.586942     4582.3 0019 0ac2 ac2b a122   0.06119587 1.0000297540 4.9515e-07 # Ping 1809 Fit 16
 613255023.857319        0.0 0019 0ac3 ae50 ebc9   7.31405216 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613255327.375386        0.0 0019 0ac3 c5e0 eac7  99.09163543 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613255327.375386     1331.1 0019 0ac3 cf5c c760   0.09092915 1.0001074039 1.9015e-06 # Ping 1809 Fit 8
 613256658.514738        0.0 0019 0ac4 0fc0 ead1   7.31506238 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613258620.488161     1570.5 0019 0ac4 93b1 42d0   0.06917540 1.0000115833 7.6692e-07 # Ping 1809 Fit 11
 613260191.011000        0.0 0019 0ac4 e250 eacd   7.31724546 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613414029.178767        0.0 0019 0ae8 b430 eacd   7.41231745 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613414437.020433    36615.7 0019 0ae8 db6c 9156   0.05552749 1.0000006717 8.2147e-09 # Ping 1809 Fit 301
 613450959.742811        0.0 0019 0af1 5310 ebcc 100.45204670 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613450959.742811     1826.2 0019 0af1 5c73 7104   0.07002102 0.9999853221 7.7335e-07 # Ping 1809 Fit 14
 613452698.959180        0.0 0019 0af1 ba60 eac9  94.45594011 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613452698.959180      645.9 0019 0af1 c41f de34   0.00605156 0.9998298518 4.2414e-07 # Ping 1809 Fit 4
 613453251.647625        0.0 0019 0af1 dbb0 ebcc 100.63438310 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613453251.647625    55405.2 0019 0af1 e513 2ea0   0.05013002 1.0000008672 2.5496e-09 # Ping 1809 Fit 488
 613508619.979973        0.0 0019 0afe bcb0 eacc  44.37010951 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613508619.979973      980.8 0019 0afe c961 7db2   0.29527650 1.0000869928 4.4430e-06 # Ping 1809 Fit 9
 613511362.178730    39767.5 0019 0aff 6cd4 9f42   0.08039334 1.0000000030 8.9417e-09 # Ping 1809 Fit 293
 613551129.668573        0.0 0019 0b08 a060 ebc8   7.49704555 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613552039.792534        0.0 0019 0b08 d6a0 ecc9   7.49760801 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613552905.877485        0.0 0019 0b09 0a40 eacb   7.49814325 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613553715.342603        0.0 0019 0b09 3a80 ebcc   7.49864350 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613554806.861932        0.0 0019 0b09 7b90 ebcf   7.49931806 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613555762.072153        0.0 0019 0b09 b480 eace   7.49990838 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613556578.876978        0.0 0019 0b09 e530 ebce   7.50041316 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613557466.981303        0.0 0019 0b0a 1a20 eacc   7.50096201 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613558287.980241        0.0 0019 0b0a 4b10 ebc8   7.50146939 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613559177.133106        0.0 0019 0b0a 8010 ead1   7.50201888 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613560115.567358        0.0 0019 0b0a b800 ebc9   7.50259884 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613560949.148144        0.0 0019 0b0a e9b0 eac9   7.50311399 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613561791.117944        0.0 0019 0b0b 1be0 ecd1   7.50363433 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613562705.435502        0.0 0019 0b0b 5260 ebc9   7.50419938 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613563561.035412        0.0 0019 0b0b 8560 eacb   7.50472814 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613564407.199061        0.0 0019 0b0b b7d0 ebc6   7.50525107 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613565312.080373        0.0 0019 0b0b edc0 ecc6   7.50581028 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613566162.437636        0.0 0019 0b0c 2070 ebc9   7.50633580 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613567033.765489        0.0 0019 0b0c 5460 eaca   7.50687428 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613567887.268594        0.0 0019 0b0c 8740 eaca   7.50740175 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613568829.896973        0.0 0019 0b0c bf70 ebca   7.50798429 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613569741.069466        0.0 0019 0b0c f5c0 ecce   7.50854740 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613570592.474997        0.0 0019 0b0d 2880 eacb   7.50907357 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613571610.597508        0.0 0019 0b0d 6530 ebcb   7.50970277 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613572476.682713        0.0 0019 0b0d 98d0 eacc   7.51023801 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613573428.750247        0.0 0019 0b0d d190 f521   7.51082638 1.0000000000 1.0000e-04 # Reboot T_IN:30000041 AUX:30000001
 613574660.772293        0.0 0019 0b0e 1b00 f428   7.51158777 1.0000000000 1.0000e-04 # Reboot T_IN:30000041 AUX:30000001
 613575564.604815        0.0 0019 0b0e 50e0 f424   7.51214634 1.0000000000 1.0000e-04 # Reboot T_IN:30000040 AUX:30000001
 613576409.719681        0.0 0019 0b0e 8340 f422   7.51266862 1.0000000000 1.0000e-04 # Reboot T_IN:30000041 AUX:30000001
 613577300.969855        0.0 0019 0b0e b860 f424   7.51321942 1.0000000000 1.0000e-04 # Reboot T_IN:30000040 AUX:30000001
 613578405.071791        0.0 0019 0b0e fa30 f522   7.51390175 1.0000000000 1.0000e-04 # Reboot T_IN:30000041 AUX:30000001
 613578938.106192      910.8 0019 0b0f 28de fe48   0.03013006 0.9998791510 1.0019e-06 # Ping 1809 Fit 6
 613579751.183394        0.0 0019 0b0f 5040 f421 105.22821121 1.0000000000 1.0000e-04 # Reboot T_IN:30000040 AUX:30000001
 613579751.183394      838.0 0019 0b0f 594f 6bda   0.03449766 1.0000560439 2.0156e-06 # Ping 1809 Fit 4
 613580509.311829        0.0 0019 0b0f 7c60 f429  87.36214888 1.0000000000 1.0000e-04 # Reboot T_IN:30000040 AUX:30000001
 613580509.311829     1708.2 0019 0b0f 868c be56   0.12359606 0.9999588647 1.7093e-06 # Ping 1809 Fit 12
 613582090.638745        0.0 0019 0b0f dd70 eac7 134.40032610 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 613582090.638745     1304.4 0019 0b0f e4c4 e4a8   0.01918316 1.0000544733 4.0435e-07 # Ping 1809 Fit 7
 613583284.532095        0.0 0019 0b10 23a0 eace 118.00646592 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613583284.532095     9760.6 0019 0b10 2be8 938a   0.08712850 1.0000018241 5.3825e-08 # Ping 1809 Fit 88
 613593184.568036    63954.5 0019 0b12 79ff 8716   0.04914888 1.0000010555 2.2902e-09 # Ping 1809 Fit 440
 613658217.435627     5683.7 0019 0b21 9e43 bfcc   0.04360055 1.0000020227 4.9724e-08 # Ping 1809 Fit 48
 613663812.799341        0.0 0019 0b22 e260 ebc9  95.89291388 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613663812.799341   131707.3 0019 0b22 ebfb 1682   0.06553852 1.0000009831 1.1870e-09 # Ping 1809 Fit 1023
 613795520.143315     5481.5 0019 0b41 965b deca   0.02503582 0.9999988313 3.5943e-08 # Ping 1809 Fit 44
 613800922.195086        0.0 0019 0b42 ce90 eccc  87.07171075 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613800922.195086   113451.0 0019 0b42 d8b2 ef70   0.03962086 1.0000006649 5.1800e-10 # Ping 1809 Fit 1023
 613914373.192223    23727.9 0019 0b5d 42e9 2bb2   0.03794132 0.9999996843 5.4039e-09 # Ping 1809 Fit 210
 613938059.966175        0.0 0019 0b62 bab0 eaca  48.82585976 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 613938059.966175    69783.0 0019 0b62 c70c 67d4   0.04186427 1.0000007121 1.2803e-09 # Ping 1809 Fit 621
 614007736.537941        0.0 0019 0b72 f7d0 ebd0 114.19613801 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 614007736.537941    11615.1 0019 0b73 0042 58c6   0.07754280 0.9999967266 6.5812e-08 # Ping 1809 Fit 57
 614019236.600812        0.0 0019 0b75 a5d0 ead0 122.80115624 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 614019236.600812    20225.4 0019 0b75 adc6 d72a   0.07713161 1.0000018012 3.0324e-08 # Ping 1809 Fit 88
 614039461.957000        0.0 0019 0b7a 634d e57c 17547.55142215 1.0000000000 1.0000e-04 # e2e
 614106407.681086        0.0 0019 0b89 f0c0 ebd1 104.50790707 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 614106407.681086    81184.7 0019 0b89 f9c1 723a   0.04126247 1.0000009006 2.2843e-09 # Ping 1809 Fit 601
 614187592.386341        0.0 0019 0b9c d230 ebc6   7.89037951 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 614195745.828494     2985.1 0019 0b9e c6fd d5d4   0.05272985 0.9999852370 1.7580e-07 # Ping 1809 Fit 20
 614198638.714191        0.0 0019 0b9f 6a20 eac7 100.09923680 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 614198638.714191    94219.8 0019 0b9f 7362 bc00   0.07426635 1.0000088424 2.4856e-09 # Ping 1809 Fit 260
 614292858.468066        0.0 0019 0bb5 54d0 eacf   7.95543395 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 615323916.549750        0.0 0019 0ca5 6cb0 ebcb  97.60037590 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 615323916.549750     3185.3 0019 0ca5 75cc daf6   0.05678466 1.0000215027 1.8321e-07 # Ping 1809 Fit 28
 615327013.865909        0.0 0019 0ca6 2540 ebc8  96.59407411 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 615327013.865909        0.0 0019 0ca6 2e72 82c8   1.08177567 1.0000000000 1.0000e-04 # Ping 1809
 615327114.419205        0.0 0019 0ca6 346f 1e88   1.08716965 1.0000000000 1.0000e-04 # Ping 1809
 615328920.228069        0.0 0019 0ca6 96c0 ee1e  94.36346604 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 615328920.228069        0.0 0019 0ca6 a00e f4de   1.13196945 1.0000000000 1.0000e-04 # Ping 1809
 615329547.036869        0.0 0019 0ca6 b700 ed70   8.59610748 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000001
 615329773.353797        0.0 0019 0ca6 d2f0 b3f0   1.05105209 1.0000000000 1.0000e-04 # Ping 1809
 615330257.820939        0.0 0019 0ca6 e990 f629 146.07525105 1.0000000000 1.0000e-04 # Reboot T_IN:30000040 AUX:30000003
 615330257.820939        0.0 0019 0ca6 efcc 00e9   1.25728798 1.0000000000 1.0000e-04 # Ping 1809
 615330359.477914        0.0 0019 0ca6 f5da a5a9   1.15122414 1.0000000000 1.0000e-04 # Ping 1809
 615330857.059907        0.0 0019 0ca7 0d60 f521 147.64385870 1.0000000000 1.0000e-04 # Reboot T_IN:30000040 AUX:30000003
 615330857.059907      910.8 0019 0ca7 1386 9c14   0.01795156 1.0003248988 1.1947e-06 # Ping 1809 Fit 4
 615331767.822583        0.0 0019 0ca7 3b60 ed6a   8.59747993 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000001
 615332254.230384        0.0 0019 0ca7 5e00 ec1e 103.07511179 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 615332254.230384     2058.4 0019 0ca7 66cc 9e68   0.03319397 1.0000448040 2.0344e-07 # Ping 1809 Fit 16
 615334248.195787        0.0 0019 0ca7 d310 ed1d  73.00714248 1.0000000000 1.0000e-04 # Reboot T_IN:30000061 AUX:30000000
 615334248.195787      699.8 0019 0ca7 ddae fd0c   0.00887387 0.9999445303 5.4731e-07 # Ping 1809 Fit 4
 615334859.788842        0.0 0019 0ca7 f8f0 ec11  96.82315726 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 615334859.788842      948.0 0019 0ca8 0217 534a   0.05962442 1.0000568646 1.8146e-06 # Ping 1809 Fit 6
 615335698.956646        0.0 0019 0ca8 2c30 ec1e 117.45018087 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
 615335698.956646        0.0 0019 0ca8 3424 d8de   1.03581238 1.0000000000 1.0000e-04 # Ping 1809
 615402683.025575        0.0 0019 0cb7 be70 ec22   8.64130553 1.0000000000 1.0000e-04 # Reboot T_IN:30000060 AUX:30000000
